,tmp0,tmp1,hPa,hum,pp
2403,5.5,5.5,929.0,0.18,0.0
2404,10.73,11.54,973.0,0.79,0.0
2405,5.95,4.77,967.0,0.48,0.0
2406,3.9,4.36,1058.0,0.14,0.0
2407,8.87,8.15,925.0,0.73,0.0
2408,28.27,21.05,921.0,0.45,0.0
2409,28.03,23.12,968.0,0.82,2513.0
2410,42.36,44.41,1090.0,0.65,0.0
2411,28.74,31.9,917.0,0.05,0.0
2412,23.88,17.88,1024.0,0.74,0.0
2413,33.95,36.21,1107.0,0.1,0.0
2414,24.46,21.97,1027.0,0.1,0.0
2415,33.15,39.92,1014.0,0.2,0.0
2416,0.44,0.33,1082.0,0.09,0.0
2417,33.46,27.18,1016.0,0.19,0.0
2418,25.27,24.83,961.0,0.19,0.0
2419,37.45,41.85,914.0,0.61,0.0
2420,36.56,31.0,1042.0,0.79,2867.0
2421,31.48,38.1,1040.0,0.28,0.0
2422,12.5,10.02,1063.0,0.71,0.0
2423,44.88,55.08,924.0,0.16,0.0
2424,0.99,1.16,1058.0,0.02,0.0
2425,31.94,30.65,1086.0,0.37,0.0
2426,35.2,34.64,1077.0,0.47,0.0
2427,33.91,43.31,1054.0,0.35,0.0
2428,11.92,9.79,1037.0,0.06,0.0
2429,43.36,39.84,918.0,0.02,0.0
2430,26.71,33.22,1099.0,0.46,0.0
2431,39.19,50.25,1083.0,0.1,0.0
2432,21.12,22.63,1042.0,0.2,0.0
2433,18.9,16.98,941.0,0.88,3429.0
2434,37.55,39.21,1032.0,0.06,0.0
2435,20.21,20.34,912.0,0.41,0.0
2436,37.04,34.56,973.0,0.06,0.0
2437,31.35,36.1,1094.0,0.68,0.0
2438,20.83,20.96,972.0,0.91,0.0
2439,0.83,1.04,936.0,0.58,0.0
2440,21.95,16.13,1104.0,0.82,930.0
2441,15.77,19.92,1107.0,0.94,0.0
2442,17.86,19.0,1058.0,0.55,0.0
2443,40.23,49.19,1017.0,0.03,0.0
2444,37.51,38.65,1023.0,0.82,0.0
2445,6.06,6.56,967.0,0.63,0.0
2446,0.38,0.35,1041.0,0.89,0.0
2447,34.85,32.52,1105.0,0.99,2929.0
2448,25.0,19.95,1072.0,0.32,0.0
2449,20.65,18.96,966.0,0.59,0.0
2450,13.78,11.16,953.0,0.8,0.0
2451,42.87,34.35,988.0,0.13,0.0
2452,16.63,17.71,1091.0,0.36,0.0
2453,38.96,46.12,1016.0,0.9,0.0
2454,5.91,6.23,1075.0,0.56,0.0
2455,39.35,45.21,969.0,0.25,0.0
2456,16.64,13.22,969.0,0.24,0.0
2457,37.86,29.08,1078.0,0.47,0.0
2458,17.88,16.04,1066.0,0.94,2995.0
2459,40.34,41.44,1103.0,0.69,0.0
2460,45.17,57.68,1104.0,0.03,0.0
2461,21.15,20.56,938.0,0.14,0.0
2462,2.58,2.75,944.0,0.54,0.0
2463,29.26,30.29,1077.0,0.4,0.0
2464,36.22,30.51,929.0,0.63,0.0
2465,4.72,3.88,987.0,0.48,0.0
2466,2.44,2.87,919.0,0.36,0.0
2467,42.3,49.17,1009.0,0.67,0.0
2468,28.11,32.93,956.0,0.18,0.0
2469,10.19,9.77,941.0,0.26,0.0
2470,43.86,33.56,989.0,0.46,0.0
2471,9.7,11.82,1069.0,0.21,0.0
2472,18.11,21.49,1088.0,0.76,0.0
2473,16.86,16.02,1014.0,0.04,0.0
2474,27.87,31.08,945.0,0.95,0.0
2475,25.33,27.01,1011.0,0.81,0.0
2476,13.97,16.53,1043.0,0.36,0.0
2477,26.33,22.08,1047.0,0.1,0.0
2478,13.47,11.43,1085.0,0.16,0.0
2479,14.27,15.27,1086.0,0.7,0.0
2480,12.87,16.0,1089.0,0.27,0.0
2481,5.78,5.6,1103.0,0.96,1424.0
2482,36.77,46.55,978.0,0.19,0.0
2483,30.42,22.33,1012.0,0.88,3896.0
2484,38.24,48.12,1053.0,0.24,0.0
2485,22.5,27.49,933.0,0.59,0.0
2486,36.38,42.18,923.0,0.73,0.0
2487,14.92,17.32,941.0,0.24,0.0
2488,38.64,48.42,957.0,0.93,0.0
2489,26.2,32.68,1038.0,0.09,0.0
2490,6.06,6.65,1064.0,0.4,0.0
2491,11.6,13.32,1039.0,1.0,3541.0
2492,24.7,18.78,977.0,0.43,0.0
2493,28.35,26.92,946.0,0.1,0.0
2494,4.55,4.35,920.0,0.95,3083.0
2495,29.18,27.9,1092.0,0.71,0.0
2496,3.59,4.13,1052.0,0.39,0.0
2497,31.43,35.44,1102.0,0.82,0.0
2498,5.42,3.87,1038.0,0.61,0.0
2499,13.96,13.99,1063.0,0.84,0.0
2500,40.9,45.61,931.0,0.97,0.0
2501,30.84,38.65,1052.0,0.52,0.0
2502,22.59,21.98,938.0,0.53,0.0
2503,36.99,46.1,1029.0,0.72,0.0
2504,39.39,31.8,1022.0,0.48,0.0
2505,0.29,0.24,918.0,0.31,0.0
2506,17.34,17.29,1054.0,0.44,0.0
2507,28.81,23.39,1019.0,0.71,0.0
2508,19.42,19.41,1053.0,0.24,0.0
2509,6.17,7.11,919.0,0.62,0.0
2510,0.29,0.24,928.0,0.37,0.0
2511,0.88,0.9,996.0,0.59,0.0
2512,16.07,17.84,1068.0,0.52,0.0
2513,9.64,12.37,1034.0,0.27,0.0
2514,36.56,39.68,945.0,0.29,0.0
2515,44.04,49.02,1070.0,0.94,0.0
2516,28.57,25.93,1048.0,0.07,0.0
2517,43.82,38.77,961.0,0.84,2567.0
2518,0.45,0.35,957.0,0.03,0.0
2519,39.81,40.03,958.0,0.52,0.0
2520,41.06,37.67,952.0,0.55,0.0
2521,9.47,11.88,979.0,0.14,0.0
2522,18.69,16.73,920.0,0.1,0.0
2523,16.11,17.76,955.0,0.72,0.0
2524,5.01,5.5,1055.0,0.61,0.0
2525,9.82,12.63,1070.0,0.14,0.0
2526,2.4,2.55,1031.0,0.0,0.0
2527,25.41,28.53,1031.0,0.63,0.0
2528,19.39,19.6,921.0,0.63,0.0
2529,12.64,9.04,1100.0,0.93,3671.0
2530,20.22,16.43,917.0,0.92,1787.0
2531,16.25,18.11,1113.0,0.81,0.0
2532,2.91,3.09,1064.0,0.86,0.0
2533,42.73,50.85,949.0,0.54,0.0
2534,26.62,32.75,1000.0,0.2,0.0
2535,34.93,25.84,1050.0,0.13,0.0
2536,18.05,13.01,1041.0,0.49,0.0
2537,20.97,14.81,1028.0,0.83,634.0
2538,12.54,14.09,954.0,0.57,0.0
2539,39.34,28.27,979.0,0.54,0.0
2540,8.09,9.74,962.0,0.87,0.0
2541,35.78,30.45,940.0,0.12,0.0
2542,8.56,9.75,950.0,0.25,0.0
2543,16.87,16.16,938.0,0.67,0.0
2544,35.31,35.29,955.0,0.18,0.0
2545,20.38,24.19,1081.0,0.73,0.0
2546,0.53,0.43,1096.0,0.09,0.0
2547,13.55,15.04,1089.0,0.99,3551.0
2548,22.11,21.92,925.0,0.56,0.0
2549,4.16,4.23,925.0,0.12,0.0
2550,2.94,2.31,934.0,0.52,0.0
2551,0.63,0.46,1004.0,0.74,0.0
2552,24.74,23.7,969.0,0.75,0.0
2553,35.11,25.89,1002.0,0.72,2894.0
2554,13.26,16.06,1054.0,0.2,0.0
2555,6.3,7.96,942.0,0.99,1677.0
2556,6.02,5.68,1013.0,0.3,0.0
2557,37.58,48.68,967.0,0.93,0.0
2558,0.42,0.46,1092.0,0.48,0.0
2559,14.11,10.45,914.0,0.07,0.0
2560,39.43,31.77,1043.0,0.4,0.0
2561,28.43,22.68,1037.0,0.84,2966.0
2562,29.14,31.42,985.0,0.43,0.0
2563,11.93,13.69,1052.0,0.84,0.0
2564,17.28,15.86,1013.0,0.49,0.0
2565,34.95,24.84,949.0,0.98,3193.0
2566,25.32,19.36,1094.0,0.99,3685.0
2567,26.6,22.9,956.0,0.55,0.0
2568,19.27,23.57,1075.0,0.9,0.0
2569,34.2,43.54,1049.0,0.84,0.0
2570,10.98,13.95,974.0,0.93,0.0
2571,25.5,30.03,1011.0,0.52,0.0
2572,43.83,39.8,991.0,0.54,0.0
2573,7.53,6.81,1114.0,0.47,0.0
2574,8.3,9.67,1017.0,0.68,0.0
2575,38.9,32.02,1031.0,0.54,0.0
2576,30.38,27.79,1107.0,0.51,0.0
2577,38.28,34.89,1107.0,0.5,0.0
2578,14.18,18.4,1031.0,0.51,0.0
2579,16.7,15.75,1033.0,0.37,0.0
2580,20.65,16.74,1108.0,0.78,3386.0
2581,14.99,15.4,1002.0,0.85,0.0
2582,23.85,18.19,1077.0,0.74,0.0
2583,41.39,43.0,1062.0,0.61,0.0
2584,43.52,49.27,1014.0,0.47,0.0
2585,29.87,23.94,946.0,0.85,439.0
2586,24.82,22.15,1016.0,0.09,0.0
2587,13.58,14.03,1021.0,0.39,0.0
2588,16.73,13.6,974.0,0.89,985.0
2589,35.95,29.84,998.0,0.63,0.0
2590,24.55,26.47,953.0,0.35,0.0
2591,27.7,34.8,925.0,0.3,0.0
2592,44.06,42.82,937.0,0.75,0.0
2593,27.49,26.22,1071.0,0.91,46.0
2594,31.74,32.94,973.0,0.39,0.0
2595,19.69,20.0,995.0,0.34,0.0
2596,32.25,37.76,965.0,0.28,0.0
2597,38.88,29.42,1105.0,0.07,0.0
2598,40.55,31.91,1013.0,0.08,0.0
2599,37.6,34.91,947.0,0.08,0.0
2600,35.43,40.7,923.0,0.18,0.0
2601,9.3,8.0,1045.0,0.26,0.0
2602,44.03,41.11,1063.0,0.02,0.0
2603,14.27,17.5,920.0,0.57,0.0
2604,37.4,43.68,1067.0,0.35,0.0
2605,19.74,24.37,1015.0,0.7,0.0
2606,3.27,4.16,1003.0,0.77,0.0
2607,10.6,10.21,1112.0,0.76,0.0
2608,4.86,4.45,989.0,0.82,0.0
2609,19.58,21.66,1037.0,0.3,0.0
2610,14.01,11.79,1034.0,0.86,1919.0
2611,8.35,5.96,946.0,0.85,257.0
2612,25.26,21.6,1019.0,0.81,2714.0
2613,17.15,21.86,1006.0,0.1,0.0
2614,4.73,5.89,1109.0,0.88,0.0
2615,37.67,31.67,1068.0,0.78,63.0
2616,14.46,18.04,1026.0,0.61,0.0
2617,39.14,27.47,968.0,0.28,0.0
2618,31.55,27.48,982.0,0.71,0.0
2619,19.75,17.49,989.0,0.11,0.0
2620,21.33,20.01,971.0,0.93,623.0
2621,39.14,44.33,1096.0,0.96,0.0
2622,18.01,17.5,1027.0,0.24,0.0
2623,19.08,18.77,1058.0,0.21,0.0
2624,18.26,16.6,1093.0,0.06,0.0
2625,45.33,36.41,1020.0,0.08,0.0
2626,35.45,39.14,1107.0,0.81,0.0
2627,11.46,9.67,911.0,0.22,0.0
2628,24.54,21.86,949.0,0.32,0.0
2629,35.61,25.01,1104.0,0.9,531.0
2630,45.1,33.44,1111.0,0.01,0.0
2631,36.62,46.86,989.0,0.23,0.0
2632,32.7,31.09,1003.0,0.55,0.0
2633,31.23,39.78,987.0,0.53,0.0
2634,0.77,0.65,994.0,0.5,0.0
2635,31.87,31.19,1035.0,0.23,0.0
2636,9.91,7.97,1097.0,0.36,0.0
2637,44.31,44.88,1003.0,0.28,0.0
2638,36.26,29.45,1024.0,0.83,1659.0
2639,29.31,21.23,920.0,0.73,207.0
2640,15.2,18.08,1056.0,0.74,0.0
2641,10.52,11.81,973.0,0.89,0.0
2642,17.21,18.71,1027.0,0.66,0.0
2643,9.81,7.55,1003.0,0.51,0.0
2644,38.05,40.16,1084.0,0.5,0.0
2645,40.71,38.99,962.0,0.49,0.0
2646,18.57,18.59,928.0,0.07,0.0
2647,36.17,34.94,925.0,0.22,0.0
2648,31.38,27.51,1095.0,0.61,0.0
2649,25.6,22.94,1028.0,0.67,0.0
2650,3.62,2.82,934.0,0.74,0.0
2651,28.13,23.34,964.0,0.5,0.0
2652,42.7,41.3,1071.0,0.29,0.0
2653,31.36,25.18,1098.0,0.83,2031.0
2654,26.31,26.16,994.0,0.53,0.0
2655,38.02,37.64,1113.0,0.68,0.0
2656,44.05,36.38,991.0,0.62,0.0
2657,7.7,8.66,1044.0,0.91,0.0
2658,31.59,24.16,1082.0,0.97,3885.0
2659,17.61,17.8,1038.0,0.11,0.0
2660,41.84,34.75,993.0,0.19,0.0
2661,20.61,16.54,975.0,0.67,0.0
2662,10.89,8.88,945.0,0.55,0.0
2663,41.14,44.6,1075.0,0.76,0.0
2664,20.78,17.8,1063.0,0.54,0.0
2665,26.41,27.78,1016.0,0.34,0.0
2666,10.27,10.12,959.0,0.41,0.0
2667,39.63,39.27,1081.0,0.91,2885.0
2668,39.17,46.24,1063.0,0.31,0.0
2669,33.05,31.26,1011.0,0.13,0.0
2670,7.32,5.8,1037.0,0.48,0.0
2671,5.93,5.04,1005.0,1.0,573.0
2672,4.49,3.86,933.0,0.59,0.0
2673,8.9,7.09,1070.0,0.14,0.0
2674,0.66,0.57,970.0,0.49,0.0
2675,36.54,39.46,937.0,0.85,0.0
2676,25.5,21.66,916.0,0.39,0.0
2677,19.47,17.42,1109.0,0.79,0.0
2678,27.35,33.43,1027.0,0.18,0.0
2679,21.83,16.24,964.0,0.84,49.0
2680,20.86,16.53,1000.0,0.48,0.0
2681,22.38,16.85,990.0,0.1,0.0
2682,27.44,23.58,1078.0,0.71,0.0
2683,29.12,30.75,1109.0,0.8,0.0
2684,2.76,2.64,1038.0,0.94,3878.0
2685,31.41,34.99,981.0,0.3,0.0
2686,20.58,25.52,976.0,0.72,0.0
2687,16.33,20.7,1020.0,0.0,0.0
2688,21.94,23.43,1092.0,0.06,0.0
2689,11.74,13.85,913.0,0.72,0.0
2690,43.18,49.86,1008.0,0.64,0.0
2691,3.44,3.5,1044.0,0.3,0.0
2692,6.38,4.8,965.0,0.83,0.0
2693,33.58,30.17,1054.0,0.53,0.0
2694,13.2,11.23,1064.0,0.86,2894.0
2695,21.24,27.02,1000.0,0.09,0.0
2696,37.71,33.83,918.0,0.49,0.0
2697,11.45,11.47,991.0,0.05,0.0
2698,6.31,7.89,975.0,0.43,0.0
2699,25.89,25.69,972.0,0.19,0.0
2700,9.43,10.09,918.0,0.94,0.0
2701,1.38,1.43,943.0,0.55,0.0
2702,3.56,4.24,942.0,0.6,0.0
2703,37.02,28.44,937.0,0.27,0.0
2704,21.88,21.2,1029.0,0.53,0.0
2705,30.87,25.91,916.0,0.39,0.0
2706,18.56,22.67,985.0,0.25,0.0
2707,11.68,12.23,964.0,0.21,0.0
2708,42.84,47.31,1048.0,0.94,0.0
2709,2.21,1.77,936.0,0.8,0.0
2710,43.81,52.13,1081.0,0.41,0.0
2711,22.09,28.64,977.0,0.5,0.0
2712,27.48,32.43,977.0,0.22,0.0
2713,4.61,4.54,1013.0,0.1,0.0
2714,35.11,37.86,950.0,0.6,0.0
2715,14.89,16.08,952.0,0.36,0.0
2716,11.95,8.49,1026.0,0.01,0.0
2717,28.43,24.74,1071.0,0.24,0.0
2718,37.19,44.39,1109.0,0.5,0.0
2719,39.02,46.9,947.0,0.48,0.0
2720,24.31,18.0,1103.0,0.45,0.0
2721,5.31,6.29,1046.0,0.43,0.0
2722,1.99,1.72,1003.0,0.37,0.0
2723,18.37,19.73,1085.0,0.45,0.0
2724,10.51,7.45,1061.0,0.51,0.0
2725,25.39,23.05,1081.0,0.87,3531.0
2726,34.75,39.0,1016.0,0.52,0.0
2727,40.54,33.65,1090.0,0.92,3257.0
2728,15.43,17.59,951.0,0.57,0.0
2729,25.7,32.92,1094.0,0.42,0.0
2730,39.98,32.62,1092.0,0.65,0.0
2731,21.97,23.99,946.0,0.63,0.0
2732,15.99,14.42,1085.0,0.58,0.0
2733,45.16,51.58,975.0,0.23,0.0
2734,29.37,36.76,1034.0,0.61,0.0
2735,43.51,54.25,1110.0,0.68,0.0
2736,37.46,29.54,1039.0,0.76,298.0
2737,15.14,17.33,1037.0,0.24,0.0
2738,6.18,7.91,985.0,0.79,0.0
2739,10.31,12.87,991.0,0.19,0.0
2740,14.87,17.04,1010.0,0.83,0.0
2741,3.71,3.22,1012.0,0.83,0.0
2742,19.75,18.36,1095.0,0.3,0.0
2743,4.58,4.04,988.0,0.46,0.0
2744,27.75,34.92,1083.0,0.91,0.0
2745,18.57,18.68,1036.0,0.3,0.0
2746,35.66,38.19,1053.0,0.82,0.0
2747,30.5,30.69,1024.0,0.54,0.0
2748,12.69,13.25,950.0,0.35,0.0
2749,2.36,2.08,1050.0,0.59,0.0
2750,35.61,38.1,980.0,0.54,0.0
2751,35.2,24.66,1037.0,0.0,0.0
2752,0.57,0.52,1065.0,0.42,0.0
2753,5.83,4.39,1029.0,0.35,0.0
2754,21.9,28.45,926.0,0.0,0.0
2755,25.77,20.69,1008.0,0.4,0.0
2756,3.52,3.98,961.0,0.53,0.0
2757,21.63,21.44,945.0,0.66,0.0
2758,41.44,45.72,996.0,0.09,0.0
2759,26.21,21.65,975.0,0.23,0.0
2760,30.24,34.89,1015.0,0.08,0.0
2761,11.57,13.03,931.0,0.82,0.0
2762,25.8,30.5,1013.0,0.54,0.0
2763,12.56,14.47,949.0,0.56,0.0
2764,25.25,24.64,1007.0,1.0,2264.0
2765,26.29,32.53,1100.0,0.48,0.0
2766,29.33,25.96,937.0,0.28,0.0
2767,7.17,6.43,1006.0,0.92,2840.0
2768,9.75,7.43,1100.0,0.38,0.0
2769,2.82,2.27,916.0,0.54,0.0
2770,27.16,33.77,926.0,0.02,0.0
2771,27.08,25.53,1101.0,0.83,0.0
2772,20.54,19.22,1066.0,0.15,0.0
2773,29.04,32.34,987.0,0.14,0.0
2774,15.05,11.59,969.0,0.13,0.0
2775,30.31,32.16,988.0,0.08,0.0
2776,7.96,8.72,1002.0,0.74,0.0
2777,30.48,32.41,989.0,0.86,0.0
2778,38.13,35.08,1056.0,0.47,0.0
2779,5.19,5.94,1050.0,0.3,0.0
2780,22.35,19.37,1046.0,0.01,0.0
2781,19.24,22.32,1026.0,0.21,0.0
2782,42.02,51.64,915.0,0.66,0.0
2783,32.39,38.2,1061.0,0.93,0.0
2784,4.17,3.0,1094.0,0.84,0.0
2785,5.41,5.1,968.0,0.71,0.0
2786,19.18,20.86,1014.0,0.15,0.0
2787,3.12,3.47,988.0,0.84,0.0
2788,8.59,8.65,982.0,0.38,0.0
2789,26.03,23.25,1069.0,0.93,2401.0
2790,44.32,41.21,1024.0,0.33,0.0
2791,20.33,23.31,1072.0,0.52,0.0
2792,39.29,33.15,1082.0,0.08,0.0
2793,38.0,42.65,955.0,0.32,0.0
2794,33.73,29.32,1113.0,0.37,0.0
2795,36.48,29.79,954.0,0.69,0.0
2796,25.61,30.88,1040.0,0.02,0.0
2797,23.59,27.44,956.0,0.38,0.0
2798,30.81,22.66,1090.0,0.68,0.0
2799,44.93,33.86,1110.0,0.36,0.0
2800,43.14,41.51,944.0,0.41,0.0
2801,30.94,23.38,1086.0,0.03,0.0
2802,33.95,32.15,1011.0,0.19,0.0
2803,6.03,5.41,943.0,0.96,415.0
2804,9.55,6.89,1039.0,0.03,0.0
2805,35.0,39.92,1108.0,0.28,0.0
2806,44.67,45.6,934.0,0.77,0.0
2807,36.99,40.77,1029.0,0.39,0.0
2808,3.02,3.34,948.0,0.93,0.0
2809,0.04,0.03,964.0,0.46,0.0
2810,31.4,35.82,1002.0,0.82,0.0
2811,3.83,4.27,978.0,0.07,0.0
2812,42.28,54.11,933.0,0.63,0.0
2813,18.28,14.32,956.0,0.08,0.0
2814,5.37,3.86,985.0,0.84,0.0
2815,26.07,33.33,936.0,0.09,0.0
2816,30.3,35.05,925.0,0.6,0.0
2817,42.5,42.62,1105.0,0.91,0.0
2818,18.83,13.33,1078.0,0.23,0.0
2819,20.38,21.66,932.0,0.87,0.0
2820,37.6,47.98,997.0,0.85,0.0
2821,13.89,14.24,1033.0,0.57,0.0
2822,45.09,54.44,1029.0,0.33,0.0
2823,16.28,16.99,973.0,0.87,0.0
2824,42.54,52.73,1053.0,0.53,0.0
2825,13.19,15.47,1069.0,0.42,0.0
2826,11.3,12.22,954.0,0.46,0.0
2827,28.72,35.06,1052.0,0.83,0.0
2828,20.73,23.23,940.0,0.5,0.0
2829,19.5,22.55,1068.0,0.07,0.0
2830,22.38,22.24,924.0,0.73,0.0
2831,37.91,46.26,1022.0,0.18,0.0
2832,29.8,20.9,1041.0,0.67,0.0
2833,31.77,29.13,1004.0,0.93,940.0
2834,18.04,16.63,927.0,0.54,0.0
2835,44.33,39.03,1036.0,0.53,0.0
2836,36.69,29.3,1073.0,0.39,0.0
2837,32.43,25.88,989.0,0.64,0.0
2838,45.29,46.02,951.0,0.44,0.0
2839,29.06,34.21,969.0,0.39,0.0
2840,2.64,2.24,1027.0,0.31,0.0
2841,29.51,25.15,1011.0,0.37,0.0
2842,39.43,47.57,1097.0,0.18,0.0
2843,31.45,28.17,1053.0,0.32,0.0
2844,17.69,16.64,1013.0,0.62,0.0
2845,23.47,18.33,1111.0,0.08,0.0
2846,19.98,23.57,1055.0,0.83,0.0
2847,41.77,52.52,1044.0,0.63,0.0
2848,28.03,32.43,1097.0,0.9,0.0
2849,3.45,2.73,936.0,0.94,611.0
2850,8.65,7.01,1035.0,0.58,0.0
2851,31.9,32.29,1097.0,0.38,0.0
2852,0.45,0.43,937.0,0.64,0.0
2853,45.14,45.67,939.0,0.84,0.0
2854,22.17,20.61,1005.0,0.57,0.0
2855,12.49,14.43,1081.0,0.91,0.0
2856,2.57,2.72,1058.0,0.53,0.0
2857,7.98,10.35,924.0,0.74,0.0
2858,31.78,34.02,1111.0,0.82,0.0
2859,32.1,30.54,1026.0,0.59,0.0
2860,44.82,48.88,1001.0,0.04,0.0
2861,24.94,20.48,966.0,0.93,1147.0
2862,14.1,14.52,1021.0,0.9,0.0
2863,19.32,14.65,1069.0,0.7,0.0
2864,31.71,41.09,958.0,0.11,0.0
2865,30.0,27.56,930.0,0.56,0.0
2866,17.26,12.81,1057.0,0.22,0.0
2867,17.58,22.46,942.0,0.33,0.0
2868,16.58,21.08,1052.0,0.46,0.0
2869,42.85,54.55,1065.0,0.88,0.0
2870,0.08,0.09,978.0,0.07,0.0
2871,2.61,1.88,989.0,0.16,0.0
2872,7.87,9.08,1016.0,0.96,2166.0
2873,10.93,10.88,993.0,0.24,0.0
2874,23.62,20.86,969.0,0.31,0.0
2875,20.77,16.83,929.0,0.71,0.0
2876,19.58,20.83,1018.0,0.26,0.0
2877,3.91,3.59,1025.0,0.44,0.0
2878,39.6,33.84,1071.0,0.08,0.0
2879,10.11,11.69,1075.0,0.15,0.0
2880,31.61,27.38,1019.0,0.62,0.0
2881,5.38,6.03,964.0,0.98,3727.0
2882,41.38,51.83,924.0,0.37,0.0
2883,42.62,42.39,1104.0,0.03,0.0
2884,40.57,51.75,1094.0,0.24,0.0
2885,16.2,17.99,1032.0,0.91,0.0
2886,25.93,32.0,965.0,0.69,0.0
2887,18.54,15.79,1008.0,0.15,0.0
2888,43.69,34.7,1029.0,0.24,0.0
2889,40.31,29.31,1003.0,0.68,0.0
2890,6.16,5.21,1093.0,0.44,0.0
2891,41.3,49.34,1027.0,0.87,0.0
2892,27.53,23.55,990.0,0.71,0.0
2893,18.07,14.31,930.0,0.52,0.0
2894,43.61,56.25,1064.0,0.38,0.0
2895,4.45,5.49,1006.0,0.21,0.0
2896,41.35,51.16,1000.0,0.21,0.0
2897,15.81,18.71,969.0,0.28,0.0
2898,33.43,32.56,1015.0,0.1,0.0
2899,43.93,37.91,1095.0,0.23,0.0
2900,24.95,30.01,926.0,0.39,0.0
2901,21.54,21.74,1029.0,0.67,0.0
2902,38.35,29.46,1089.0,0.68,0.0
2903,16.09,16.82,1014.0,0.43,0.0
2904,7.77,6.43,1050.0,0.99,3125.0
2905,9.78,10.07,1025.0,0.07,0.0
2906,28.05,25.87,949.0,0.01,0.0
2907,40.98,37.75,959.0,0.16,0.0
2908,30.98,26.77,1051.0,0.26,0.0
2909,13.47,11.98,1061.0,0.59,0.0
2910,20.58,16.41,1056.0,0.02,0.0
2911,10.39,12.75,958.0,0.5,0.0
2912,22.55,23.9,1098.0,0.61,0.0
2913,35.65,28.08,1091.0,0.27,0.0
2914,26.19,26.77,1036.0,0.92,3333.0
2915,2.86,3.65,1110.0,0.86,0.0
2916,6.71,5.61,927.0,0.86,0.0
2917,42.41,50.21,1013.0,0.85,0.0
2918,18.98,17.61,1065.0,0.65,0.0
2919,28.3,24.33,962.0,0.89,106.0
2920,43.06,51.0,1075.0,0.65,0.0
2921,33.55,36.98,1062.0,0.72,0.0
2922,33.98,34.88,1098.0,0.89,0.0
2923,45.44,58.51,1015.0,0.8,0.0
2924,37.01,32.21,971.0,0.78,0.0
2925,8.23,8.47,1008.0,0.51,0.0
2926,25.32,21.44,995.0,0.72,0.0
2927,28.98,25.65,963.0,0.51,0.0
2928,3.4,3.69,932.0,0.62,0.0
2929,43.83,56.42,1061.0,0.61,0.0
2930,24.46,18.95,1029.0,0.62,0.0
2931,14.45,18.3,942.0,0.22,0.0
2932,2.66,3.4,1059.0,0.33,0.0
2933,30.16,36.22,926.0,0.96,0.0
2934,41.02,38.8,1021.0,0.51,0.0
2935,13.98,12.04,1063.0,0.33,0.0
2936,36.54,31.2,1033.0,0.76,0.0
2937,9.97,11.17,1001.0,0.62,0.0
2938,43.48,46.77,926.0,0.01,0.0
2939,40.18,50.86,996.0,0.17,0.0
2940,26.47,20.85,1001.0,0.31,0.0
2941,19.35,16.1,912.0,0.05,0.0
2942,38.14,37.21,928.0,0.97,1446.0
2943,41.68,49.96,1080.0,0.96,0.0
2944,17.84,18.57,1105.0,0.5,0.0
2945,38.53,49.12,969.0,0.79,0.0
2946,26.33,24.77,970.0,0.42,0.0
2947,9.83,11.66,1020.0,0.54,0.0
2948,28.69,22.67,1017.0,0.53,0.0
2949,9.68,9.45,975.0,0.02,0.0
2950,15.53,18.19,1077.0,0.85,0.0
2951,24.74,31.6,972.0,0.82,0.0
2952,31.27,36.96,1104.0,0.92,0.0
2953,5.36,5.91,931.0,0.76,0.0
2954,16.55,18.17,1083.0,0.42,0.0
2955,13.2,16.51,1100.0,0.61,0.0
2956,36.09,41.99,985.0,0.77,0.0
2957,31.66,29.99,1047.0,0.56,0.0
2958,10.91,9.85,1018.0,0.43,0.0
2959,6.09,4.51,981.0,0.14,0.0
2960,13.15,15.17,975.0,0.86,0.0
2961,3.39,3.35,979.0,0.94,3600.0
2962,27.72,32.72,968.0,0.16,0.0
2963,21.69,23.66,956.0,0.39,0.0
2964,8.25,7.5,1081.0,0.42,0.0
2965,10.08,9.56,915.0,0.78,0.0
2966,25.99,29.93,924.0,0.16,0.0
2967,29.8,24.94,933.0,0.54,0.0
2968,4.08,4.03,913.0,0.77,0.0
2969,4.57,5.05,1020.0,0.73,0.0
2970,20.96,23.53,935.0,0.65,0.0
2971,3.6,2.99,916.0,0.28,0.0
2972,14.35,15.43,1004.0,0.66,0.0
2973,31.93,29.23,982.0,0.16,0.0
2974,1.02,1.31,1064.0,0.57,0.0
2975,1.7,1.25,1017.0,0.34,0.0
2976,39.37,27.94,1071.0,0.68,2786.0
2977,1.95,1.88,1040.0,0.07,0.0
2978,0.98,1.27,929.0,0.73,0.0
2979,12.7,11.0,1099.0,0.96,3746.0
2980,4.09,3.06,945.0,0.08,0.0
2981,30.53,33.9,1057.0,0.14,0.0
2982,9.24,9.77,1034.0,0.09,0.0
2983,33.87,37.79,1111.0,0.54,0.0
2984,14.83,13.56,1003.0,0.83,0.0
2985,2.78,2.46,1006.0,0.5,0.0
2986,14.15,17.5,1027.0,0.28,0.0
2987,30.51,30.67,1106.0,0.53,0.0
2988,24.99,32.29,913.0,0.39,0.0
2989,21.45,16.06,939.0,0.02,0.0
2990,24.35,17.74,1006.0,0.66,0.0
2991,40.05,41.21,1061.0,0.25,0.0
2992,25.49,19.49,960.0,0.5,0.0
2993,15.65,17.69,1013.0,0.87,0.0
